Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
Monsoon," Asian, Vietnamese, Vegetarian Friendly",4.5,194,Check The Website for a Menu,Medium,False,True
Family House of Pancakes," American, Vegetarian Friendly, Gluten Free Options",4.5,224,Check The Website for a Menu,Medium,False,True
Kotta Sushi Lounge," Japanese, Sushi, Asian",4.5,90,Check The Website for a Menu,Medium,False,False
Szechuan Mountain House," Chinese, Asian, Vegetarian Friendly",4.5,28,Check The Website for a Menu,Medium,False,True
Sun Restaurant," Sushi, Asian, Thai",4.5,184,http://www.suncuisines.com/menu-list-page,Medium,False,False
Maza Grill," Middle Eastern, Pakistani, Steakhouse",5.0,17,http://mazagrill.co/menu/,Medium,False,False
Baja Betty's," Mexican, Bar, Vegetarian Friendly",4.5,157,Check The Website for a Menu,Medium,False,True
Tower Cafe," American, Cafe, Vegetarian Friendly",4.5,994,Check The Website for a Menu,Medium,False,True
The Frog and The Peach," American, Vegetarian Friendly, Gluten Free Options",4.0,350,Check The Website for a Menu,Pricey,False,True
Republique," French, American, Vegetarian Friendly",4.5,566,Check The Website for a Menu,Medium,False,True
Perreca's Bakery," Italian, Vegetarian Friendly",4.5,175,Check The Website for a Menu,Medium,False,True
Daniel's Broiler - Bellevue," American, Steakhouse, Vegetarian Friendly",4.5,777,Check The Website for a Menu,Pricey,False,True
Malakor Thai Restaurant," Asian, Thai, Vegetarian Friendly",4.5,33,https://www.malakorthai.com/menu,Medium,False,True
Arroyo Chop House," American, Steakhouse, Contemporary",4.5,236,Check The Website for a Menu,Pricey,False,False
black & blue Steak and Crab," Seafood, American, Steakhouse",4.0,303,https://blackandbluesteakandcrab.com/albany/menu/,Pricey,False,False
Shawn O'Donnell's American Grill and Irish Pub," American, Irish, Bar",4.5,358,https://docs.wixstatic.com/ugd/580208_6c31469f654b46d8afb475c9ff22e236.pdf,Medium,False,False
Blue Danube Restaurant," German, European, Eastern European",4.5,107,Check The Website for a Menu,Medium,False,False
Mythos Authentic Greek Cuisine," Mediterranean, Greek, Seafood",4.0,54,Check The Website for a Menu,Medium,False,False
Super Cream," Mexican, Latin, Vegetarian Friendly",4.0,65,Check The Website for a Menu,Medium,False,True
The Tamale Factory," Mexican, Southwestern, Vegetarian Friendly",4.0,63,http://www.tamalefactory.net/the-tamale-factory-menu/,Medium,False,True
Sushi Hana Japanese Kitchen," Japanese, Sushi, Asian",4.5,90,Check The Website for a Menu,Medium,False,False
Donatello's Restaurant," Italian, American, Pizza",4.5,440,Check The Website for a Menu,Cheap,False,False
Davenport Hotel Collection," American, Vegetarian Friendly, Vegan Options",4.5,201,Check The Website for a Menu,Pricey,True,True
Pen Thai Restaurant," Asian, Thai, Vegetarian Friendly",4.5,214,Check The Website for a Menu,Medium,False,True
The Sisters Restaurant," American, Soups, Vegan Options",4.5,53,Check The Website for a Menu,Medium,True,False
etc. Steakhouse," Steakhouse, American, Kosher",4.5,65,Check The Website for a Menu,Pricey,False,False
Al Biernat's," American, Steakhouse, Vegetarian Friendly",4.5,776,Check The Website for a Menu,Pricey,False,True
Veganized," American, Vegan Options, Vegetarian Friendly",4.5,98,Check The Website for a Menu,Medium,True,True
Sushi Asahi," Japanese, Sushi, Asian",4.5,62,Check The Website for a Menu,Medium,False,False
Corralito Steak House," Mexican, American, Steakhouse",4.0,164,http://corralitosteakhouse.com/menu.html,Medium,False,False
Jay Berry's Cafe," American, Vegetarian Friendly",4.0,67,Check The Website for a Menu,Medium,False,True
Hester's Cafe & Coffee Shop," American, Cafe, Vegetarian Friendly",4.5,477,https://www.hesterscafe.com/menus/,Medium,False,True
Bluewater Grill," American, Bar, Seafood",4.0,706,Check The Website for a Menu,Medium,False,False
Olive Branch Cafe," American, Cafe, Soups",5.0,191,Check The Website for a Menu,Medium,False,False
Louie & Ernie's Pizza," Italian, Pizza, Vegetarian Friendly",5.0,184,Check The Website for a Menu,Cheap,False,True
Wood Ranch BBQ & Grill," American, Barbecue, Bar",4.0,152,https://www.woodranch.com/menus/,Medium,False,False
"Kincaid's Fish, Chop & Steak House"," American, Bar, Seafood",4.0,656,Check The Website for a Menu,Medium,False,False
Caffe Italia," Italian, Vegetarian Friendly, Vegan Options",4.5,222,http://www.caffeitaliaalbany.com/page/menu-8.html,Pricey,True,True
Loring Place," American, Vegetarian Friendly, Vegan Options",4.5,149,http://www.loringplacenyc.com/menus/,Pricey,True,True
Billy Q's," Italian, American, Pizza",4.5,204,Check The Website for a Menu,Cheap,False,False
Lapisara Eatery," Asian, Thai, Vegetarian Friendly",4.5,174,Check The Website for a Menu,Medium,False,True
Burma Superstar Restaurant," Asian, Burmese, Vegetarian Friendly",4.5,862,Check The Website for a Menu,Medium,False,True
Sushi Madre," Japanese, Sushi, Asian",4.5,39,Check The Website for a Menu,Medium,False,False
Battello," Italian, American, Seafood",4.0,294,https://www.battellojc.com/menu/,Medium,False,False
HopsnDrops," American, Bar, Vegetarian Friendly",4.0,96,https://hopsndrops.com/menus/,Medium,False,True
The Iron Tomato," American, Pizza, Vegetarian Friendly",4.5,73,Check The Website for a Menu,Medium,False,True
Anthony's Hearthfire Grill - North Point," American, Bar, Seafood",4.0,630,Check The Website for a Menu,Medium,False,False
Green Chile Willy's Grill," American, Southwestern",4.5,141,Check The Website for a Menu,Medium,False,False
Saltwater Grill," American, Seafood, Vegetarian Friendly",4.0,286,Check The Website for a Menu,Medium,False,True
Toscanos Italian Grill," Italian, Tuscan, Central-Italian",4.5,142,Check The Website for a Menu,Medium,False,False
Tavern Hall," American, Bar, Pub",4.0,201,Check The Website for a Menu,Medium,False,False
Olive Garden," Italian, Vegetarian Friendly, Vegan Options",4.0,194,Check The Website for a Menu,Medium,True,True
The Braeburn," American, Cafe, Vegetarian Friendly",4.5,328,https://braeburnlangley.com/menu-2/,Medium,False,True
Piccolo Mondo," Italian, Vegetarian Friendly, Vegan Options",4.5,302,Check The Website for a Menu,Medium,True,True
Le Papillon," French, Contemporary, Vegetarian Friendly",4.5,182,Check The Website for a Menu,Pricey,False,True
Four Seasons Diner," American, Diner, Vegetarian Friendly",4.0,125,Check The Website for a Menu,Medium,False,True
Barcelona Restaurant," Italian, Seafood, Mediterranean",4.5,227,http://www.barcelona-albany.com/dinner-menu/,Medium,False,False
The Blue fish Las Colinas," Japanese, Sushi, Asian",4.5,271,Check The Website for a Menu,Medium,False,False
La Griglia," Italian, International, Contemporary",4.5,446,Check The Website for a Menu,Medium,False,False
Salute," Italian, Pizza, Vegetarian Friendly",4.0,143,http://www.salutebistro.com/menus.html,Medium,False,True
Whiskey Cake," American, Bar, Vegetarian Friendly",4.5,1055,Check The Website for a Menu,Medium,False,True
The Continental," Bar, Vegetarian Friendly, Vegan Options",4.5,532,Check The Website for a Menu,Medium,True,True
Peli Peli," International, Contemporary, Fusion",4.5,1922,https://docs.wixstatic.com/ugd/93fbbb_b84fce146379428983c78d4c3b533654.pdf?index=true,Pricey,False,False
Taverna Novo," Italian, Pizza, Neapolitan",4.5,79,https://www.tavernanovo.com/menu-1,Medium,False,False
Harris Avenue Cafe and Tony's Coffee," Cafe, American, Vegetarian Friendly",4.0,160,Check The Website for a Menu,Medium,False,True
The Brick Pub and Grill," American, Bar, Pub",4.5,24,Check The Website for a Menu,Medium,False,False
Square Lotus," Asian, Vietnamese, Vegetarian Friendly",4.5,91,Check The Website for a Menu,Medium,False,True
Rick's Restaurant & Bakery," American, Diner, Vegetarian Friendly",4.5,524,https://ricksrestaurant.biz/full-menu/,Medium,False,True
CUCINA enoteca Irvine," Italian, Wine Bar, Vegetarian Friendly",4.0,343,Check The Website for a Menu,Medium,False,True
Airways Bistro," American, Bar, Pub",4.0,42,Check The Website for a Menu,Medium,False,False
Slater's 50/50," American, Bar, Pub",4.0,269,https://slaters5050.com/menus/lunch-and-dinner-california/,Medium,False,False
Mama Mia's Restaurant," Italian, Pizza, Vegetarian Friendly",4.0,278,Check The Website for a Menu,Medium,False,True
Ban SomTum Isaan Thai," Asian, Thai, Vegetarian Friendly",4.5,35,http://bansomtum.com/menu-2/,Medium,False,True
The Funky Door," Wine Bar, Contemporary, Vegetarian Friendly",4.0,200,https://www.thefunkydoor.com/menu,Medium,False,True
Lighthorse Tavern," American, Bar, Vegetarian Friendly",4.5,385,Check The Website for a Menu,Medium,False,True
State Of Grace," American, Seafood, Vegetarian Friendly",4.5,228,http://stateofgracetx.com/menus/,Pricey,False,True
Good Luck," American, International, Vegetarian Friendly",4.5,253,Check The Website for a Menu,Medium,False,True
24th Street Cafe," American, Cafe, Diner",4.5,570,Check The Website for a Menu,Medium,False,False
Uncle Peter's," Grill, Italian, Vegetarian Friendly",4.5,100,Check The Website for a Menu,Medium,False,True
Clydz," American, Bar",4.0,250,Check The Website for a Menu,Medium,False,False
Swagath Gourmet Restaurant," Indian, Vegetarian Friendly, Vegan Options",4.5,69,http://www.swagathgourmet.com/menu.php,Medium,True,True
Druthers Brewing Company," American, Bar, Pub",4.5,269,http://www.druthersbrewing.com/locations/albany,Medium,False,False
Pancake House," American, Diner",4.5,180,Check The Website for a Menu,Cheap,False,False
The Stone House," American, Vegetarian Friendly",4.5,115,Check The Website for a Menu,Pricey,False,True
Duke's Chowder House," American, Bar, Seafood",4.5,951,Check The Website for a Menu,Medium,False,False
IHOP, American,4.0,24,http://www.ihop.com/en/menu,Medium,False,False
Tar and Roses," American, Contemporary, Vegetarian Friendly",4.5,628,https://tarandroses.com/santa-monica-downtown-tar-and-roses-food-menu,Pricey,False,True
Tapas 177," International, Mediterranean, Spanish",4.5,175,Check The Website for a Menu,Medium,False,False
The Cheesecake Factory," American, Vegetarian Friendly, Vegan Options",4.0,220,https://order.thecheesecakefactory.com/menu/wayne-nj,Medium,True,True
Saltgrass Steak House," American, Steakhouse, Bar",4.0,215,http://www.saltgrass.com/menu.asp,Medium,False,False
The Bazaar by Jose Andres," Spanish, Vegetarian Friendly, Vegan Options",4.5,1097,Check The Website for a Menu,Pricey,True,True
Cactus Restaurant," Mexican, Southwestern, Latin",4.5,261,Check The Website for a Menu,Medium,False,False
Taylor Sam's," American, Vegetarian Friendly, Vegan Options",4.5,49,http://taylorsams.com#mobile-menu,Medium,True,True
Claire's Cafe'," American, Vegetarian Friendly",4.5,118,Check The Website for a Menu,Medium,False,True
Tre Famiglia," Italian, Vegetarian Friendly, Vegan Options",4.5,221,Check The Website for a Menu,Medium,True,True
Sand Castle Diner," American, Diner, Vegetarian Friendly",4.5,161,Check The Website for a Menu,Medium,False,True
Tender Greens," American, Contemporary, Vegan Options",4.5,352,Check The Website for a Menu,Medium,True,False
Bone Daddy's Restaurant," American, Bar, Barbecue",4.0,251,Check The Website for a Menu,Medium,False,False
Vito's Pizza Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,148,Check The Website for a Menu,Medium,False,True
Denino's South Pizzeria," Italian, Pizza, Vegetarian Friendly",4.5,246,Check The Website for a Menu,Medium,False,True
3 Lions Pub," Bar, British, Pub",4.0,40,Check The Website for a Menu,Medium,False,False
Al Raouche Restaurant," Lebanese, Middle Eastern, Halal",4.5,15,Check The Website for a Menu,Medium,False,False
"Tops American Grill, Bakery & Bar"," American, Diner, Vegetarian Friendly",4.0,123,Check The Website for a Menu,Medium,False,True
Sweet Tomatoes," Soups, American, Asian",4.0,118,Check The Website for a Menu,Medium,False,False
Oliveto Cafe and Restaurant," Italian, Contemporary, Vegetarian Friendly",4.0,272,Check The Website for a Menu,Pricey,False,True
Bob's Steak & Chop House," American, Steakhouse, Vegetarian Friendly",4.5,318,Check The Website for a Menu,Pricey,False,True
Eddie V's Prime Seafood," Seafood, American, Vegetarian Friendly",4.5,620,Check The Website for a Menu,Pricey,False,True
Slick's Restaurant," American, Pub",4.5,51,Check The Website for a Menu,Cheap,False,False
The Ranch Restaurant & Saloon," American, Steakhouse, Vegetarian Friendly",4.5,398,Check The Website for a Menu,Pricey,False,True
Scott's Seafood - San Jose," Seafood, American, Gluten Free Options",4.0,396,http://www.scottsseafoodsj.com/menus.html,Pricey,False,False
Mariscos de la Rosa," Seafood, Mexican",4.0,51,http://www.freeresultsguide.com/Restaurant_Menu.cfm?domain=mariscosdelarosa.com&fp=a30jkEihlbcgE7dbIQygAWqvYnbB4ipNvL8giy8eDHPl2kX8omfxd%2FpsDB2pUdKFYpvheD05TDcUOqIzuyCwRS%2FYhjfp5FdT2SVe86EqiSVhiagDzs0UrmS8%2Ft3MM4PFrYpg%2B8KeZcf7aqG03fkKgNOGGkD%2FBtjkESvSGhAORLZhyNHNFtk2uegwNYbGAsZ%2B1Onb7IScu9Xs0%2BCkwbdidw%3D%3D&yep=JnljJAtnAa9QPFyCHHtYkBrukOLIeuDYpcTAITJm5X31q1Dgi%2BUf4%2FYfKr4YW1xNUHNymh6o1aE92BZdDJwhP9I2jVzcxLUDzPfW7c15N%2FSXjhB20xrWVpbn%2F%2FR45%2BTJwH6nrJmOHsh1T%2BcDs4MTGpseGiuVYhGW%2BRc6FGn%2FZs0pRIARfRwkcBRhVtA1z2iMLqa4rua%2F5NRE%2FxSmVD0Z2Vi17UrViQ9dLDQx5nRiZQTkCUGP%2FSwzOUe0RpZFb4Hnawl8eRfhRYTliUgW1t8x9Mx5NqNMhnBVDE0fN9KRUDJbdweC%2FlK1rTQXtVXHQjF6rhyDYia800Pb3Q%2Bp1wBmpB6qZGSPZBgl0YctcDNr8dUWs%2FIcsbXZ29jsMmTVTXdp6Ebim3uu8%2FEHFR9VgDhq7pp0LHtTAM7eoe1fzXhdw%2BrDPje9AosEKWDvi5T3WTJ9BTZdET3NUvcetLXaV4m0Bs54GJQIDMEyExMQAmPQMXVMQK4fOY9JJcAbKPS3%2BUQRov554M%2BFqCnf98Y5goq7iUYmMvAMKK3geTYS587WZUSAmg7Xc4QxSDOorNlKRQkuw5tD%2F3glVNBwZg3RnifWnBYxUPkfXFHunjCkDX9%2FPkVnXLoGwpKeE7ID5HB4TMNc&gtnp=0&gtpp=0&kld=1042&yprpnd=1%2B68RoM%2BI%2FH1gFs9YEeFBZs04NxSdQm1XKl73S3Xa4E%3D&prvtof=u378tViDUjN46THImPRrFg6gfUxG93Ih8U1Yl0DidvU%3D&&gtnp=0&gtpp=0&kt=251&&kbc=3615&ki=24341617&ktd=0&kld=1042&kp=4,Medium,False,False
burgers and brew," American, Bar, Pub",4.5,214,Check The Website for a Menu,Medium,False,False
Seastar Restaurant & Raw Bar," American, Seafood, Sushi",4.5,859,Check The Website for a Menu,Pricey,False,False
Venus Restaurant," American, Vegetarian Friendly, Vegan Options",4.0,188,Check The Website for a Menu,Medium,True,True
La Bottega," Italian, Deli, Vegetarian Friendly",4.5,422,Check The Website for a Menu,Medium,False,True
Cactus Cantina," Mexican, Southwestern, Bar",4.5,32,Check The Website for a Menu,Medium,False,False
Gas Monkey Bar N' Grill," American, Bar, Vegetarian Friendly",4.0,1223,Check The Website for a Menu,Medium,False,True
Salt," American, Vegetarian Friendly, Gluten Free Options",4.5,195,Check The Website for a Menu,Pricey,False,True
Wild Wheat Bakery Cafe & Restaurant," American, Cafe, Vegetarian Friendly",4.0,242,Check The Website for a Menu,Medium,False,True
Nunzio Ristorante Rustico," Italian, Mediterranean, Vegetarian Friendly",4.0,223,Check The Website for a Menu,Medium,False,True
Fish Tale Brew Pub," American, Bar, Pub",4.0,454,Check The Website for a Menu,Medium,False,False
BJ's Restaurant & Brewhouse," American, Bar, Vegetarian Friendly",3.5,138,Check The Website for a Menu,Medium,False,True
South, American,4.5,106,Check The Website for a Menu,Medium,False,False
25 Degrees," American, Bar, Pub",4.5,126,Check The Website for a Menu,Medium,False,False
Dominique’s Kitchen," French, European, Vegetarian Friendly",4.5,251,http://dominiqueskitchen.com/menu/,Medium,False,True
Beach House Grille," American, Vegetarian Friendly",4.5,90,Check The Website for a Menu,Medium,False,True
Red Robin Gourmet Burgers," American, Vegetarian Friendly, Gluten Free Options",4.0,195,Check The Website for a Menu,Medium,False,True
Logan's Roadhouse," American, Steakhouse, Bar",4.0,79,https://logansroadhouse.com/menu/,Medium,False,False
Flex Mussels," Seafood, Gluten Free Options",4.5,339,Check The Website for a Menu,Medium,False,False
Flying Saucer Pizza," Pizza, Vegetarian Friendly",4.5,36,Check The Website for a Menu,Medium,False,True
Fuego - Maya Hotel," Latin, Bar, Contemporary",4.0,349,Check The Website for a Menu,Medium,False,False
The Cottage," American, Vegetarian Friendly",4.5,25,https://thecottagebothell.com/wp-content/uploads/2019/07/The-Cottage-Menu.pdf,Medium,False,True
Zeugma Mediterranean Grill," Mediterranean, Middle Eastern, Turkish",4.5,55,http://zeugmagrill.com/index.php/zeugmafrillfullmenu,Medium,False,False
Skylark Diner," American, Diner, Vegetarian Friendly",4.0,390,Check The Website for a Menu,Medium,False,True
Kru Contemporary Japanese Cuisine," Japanese, Sushi, Asian",4.5,135,Check The Website for a Menu,Medium,False,False
Umami Burger," American, Bar, Pub",4.5,136,https://www.umamiburger.com/menu/,Medium,False,False
The Bistro at La Tourelle," American, Vegetarian Friendly",4.5,53,Check The Website for a Menu,Medium,False,True
Basil's Restaurant & Bar," American, Vegetarian Friendly, Vegan Options",4.5,195,Check The Website for a Menu,Medium,True,True
Jalisco Mexican Restaurant," Mexican, Vegetarian Friendly",4.0,53,Check The Website for a Menu,Medium,False,True
Family Pancake House," American, Vegetarian Friendly",3.5,137,Check The Website for a Menu,Medium,False,True
The Shepard and the Knucklehead Pub," American, Bar, Pub",4.0,50,http://eat24hrs.com/restaurants/order2/menu.php?id=97473,Medium,False,False
Saint & Second," American, Bar, Vegetarian Friendly",4.5,182,http://www.saintandsecond.com/#menu,Medium,False,True
Pappadeaux Seafood Kitchen," American, Seafood, Cajun & Creole",4.5,894,Check The Website for a Menu,Medium,False,False
Dinosaur Bar-B-Que," American, Bar, Barbecue",4.5,2676,Check The Website for a Menu,Medium,False,False
Nue," Street Food, International, Vegan Options",4.5,167,Check The Website for a Menu,Medium,True,False
Kenny's Smoke House," American, Barbecue, Gluten Free Options",4.5,405,Check The Website for a Menu,Medium,False,False
Antonio's Brick Oven Pizza," Pizza, Italian",4.5,53,Check The Website for a Menu,Cheap,False,False
Taco Palenque San Bernardo," Mexican, Latin, Fast Food",4.5,34,https://www.tacopalenque.com/menu/,Cheap,False,False
La Mexicana," Mexican, Latin, Spanish",4.5,54,Check The Website for a Menu,Cheap,False,False
Cafe Antonio," Italian, Pizza, Vegetarian Friendly",4.5,200,Check The Website for a Menu,Medium,False,True
Samdan Restaurant," Mediterranean, Turkish, Middle Eastern",4.5,83,Check The Website for a Menu,Medium,False,False
Cull & Pistol," American, Seafood, Gluten Free Options",4.5,965,https://www.cullandpistol.com/menus/,Medium,False,False
El Gaucho," American, Steakhouse, Gluten Free Options",4.5,314,Check The Website for a Menu,Pricey,False,False
Yard House," American, Bar, Pub",4.0,166,Check The Website for a Menu,Medium,False,False
The Capital Grille," American, Steakhouse, Vegetarian Friendly",4.5,437,Check The Website for a Menu,Pricey,False,True
The Blue Goose Cantina," Mexican, Southwestern, Vegetarian Friendly",4.0,136,Check The Website for a Menu,Medium,False,True
Beaches Restaurant & Bar," American, Bar, Seafood",4.5,1274,Check The Website for a Menu,Medium,False,False
Houston's Restaurant," American, Vegetarian Friendly, Gluten Free Options",4.0,286,Check The Website for a Menu,Medium,False,True
Taqueria Don Pepe," Mexican, Latin, Spanish",4.5,107,Check The Website for a Menu,Cheap,False,False
Uncle Julio's," Mexican, Vegetarian Friendly",4.0,164,http://www.unclejulios.com/menu/,Medium,False,True
Cafe Mogador," Moroccan, Mediterranean, Middle Eastern",4.5,466,http://www.cafemogador.com/menu,Medium,False,False
Ristorante Mamma Gina," Italian, Vegetarian Friendly, Vegan Options",4.5,1037,Check The Website for a Menu,Medium,True,True
Peck Peck Chicken,,5.0,36,Check The Website for a Menu,Cheap,False,False
Sottocasa Pizzeria," Italian, Pizza, Neapolitan",4.5,330,http://www.sottocasanyc.com/brooklyn/menu,Medium,False,False
La Isla Redmond," Caribbean, Latin, Puerto Rican",4.0,165,http://www.laislacuisine.com#dinner-menu,Medium,False,False
Cafe Modern," American, Cafe, Contemporary",4.5,190,Check The Website for a Menu,Medium,False,False
Le Vallauris," French, International, European",4.5,997,Check The Website for a Menu,Pricey,False,False
The Original Blanco Cafe," Mexican, Southwestern, Latin",4.5,487,Check The Website for a Menu,Cheap,False,False
Spencer's for Steaks and Chops," American, Steakhouse, Bar",4.5,250,Check The Website for a Menu,Pricey,False,False
Gather," American, Pizza, Vegetarian Friendly",4.0,356,Check The Website for a Menu,Medium,False,True
Tiki Mojito," Latin, Cuban, Caribbean",4.0,33,Check The Website for a Menu,Medium,False,False
Harry's Oyster Bar & Seafood," American, Bar, Seafood",4.0,1858,Check The Website for a Menu,Medium,False,False
Paesano Ristorante Italiano," Italian, Vegetarian Friendly",4.5,105,Check The Website for a Menu,Medium,False,True
Speisekammer," German, Bar, European",4.5,241,Check The Website for a Menu,Medium,False,False
Cottage Cafe," American, Diner, Cafe",4.5,267,Check The Website for a Menu,Medium,False,False
Albany Pump Station CH Evans Brewing Co.," American, Bar, Pub",4.0,918,Check The Website for a Menu,Medium,False,False
Dinosaur Bar-B-Que," American, Bar, Barbecue",4.5,1197,Check The Website for a Menu,Medium,False,False
The Beacon Cafe," American, Cafe, Vegetarian Friendly",4.5,99,Check The Website for a Menu,Medium,False,True
The Arlington," American, Bar, Vegetarian Friendly",4.0,225,Check The Website for a Menu,Medium,False,True
Shan Dong Restaurant," Chinese, Asian, Vegetarian Friendly",4.5,161,Check The Website for a Menu,Cheap,False,True
Ruth's Chris Steak House," American, Steakhouse, Vegetarian Friendly",4.5,173,Check The Website for a Menu,Pricey,False,True
Urban Crust," Italian, Bar, Pizza",4.5,559,Check The Website for a Menu,Medium,False,False
Green Street Restaurant," American, Vegetarian Friendly, Gluten Free Options",4.5,479,Check The Website for a Menu,Medium,False,True
Perry's Steakhouse and Grille - Frisco," American, Steakhouse, Gluten Free Options",4.5,282,Check The Website for a Menu,Pricey,False,False
Tommy Bahama's Restaurant & Bar," American, Bar, International",4.0,648,http://www.tommybahama.com/content/dam/tommy/restaurants/the-woodlands/menu.pdf,Medium,False,False
Smile of The Beyond Restaurant," International, American, Vegetarian Friendly",4.5,29,https://www.smileofthebeyond.com/lunch-menu/,Cheap,False,True
Warehouse 23," American, Bar, Vegan Options",4.0,153,http://www.warehouse1923.com/wp-content/uploads/2016/07/Main-Menu-7-18-16.pdf,Medium,True,False
Wild Ginger Bellevue," Asian, Thai, Vegetarian Friendly",4.0,379,Check The Website for a Menu,Medium,False,True
Mykonos Greek Restaurant," Mediterranean, Greek, Vegetarian Friendly",4.0,163,Check The Website for a Menu,Medium,False,True
"Rudy's ""Country Store"" and Bar-B-Q"," American, Barbecue",4.0,159,Check The Website for a Menu,Medium,False,False
Cracker Barrel," American, Vegetarian Friendly, Vegan Options",4.0,348,Check The Website for a Menu,Medium,True,True
Anthony's Homeport," American, Seafood, Soups",4.5,513,Check The Website for a Menu,Medium,False,False
Anthony's Coal Fired Pizza," Pizza, Italian, Vegetarian Friendly",4.0,109,Check The Website for a Menu,Medium,False,True
Boundary Bay Brewery & Bistro," American, Bar, Pub",4.0,757,http://bbaybrewery.com/restaurant,Medium,False,False
Silverwater Cafe," American, Seafood, Vegetarian Friendly",4.0,757,Check The Website for a Menu,Medium,False,True
Sapori," Italian, Vegetarian Friendly, Gluten Free Options",4.5,105,Check The Website for a Menu,Medium,False,True
Union Cafe," American, Cafe, Greek",4.5,100,http://unioncafeny.com/take-out-menu/,Medium,False,False
The Capital Grille," American, Steakhouse, Vegetarian Friendly",4.5,692,Check The Website for a Menu,Pricey,False,True
Red Lobster," Seafood, Soups",4.5,44,Check The Website for a Menu,Medium,False,False
Bellino Ristorante Italiano and Bottega," Italian, Bar, Pizza",4.5,155,http://www.bellinostexas.com,Medium,False,False
Masala Indian Cuisine," Indian, Vegetarian Friendly, Vegan Options",4.5,163,Check The Website for a Menu,Medium,True,True
Cupp's Drive Inn," American, Diner",4.5,69,Check The Website for a Menu,Cheap,False,False
Don Peppe's," Italian, Vegetarian Friendly",4.5,183,Check The Website for a Menu,Medium,False,True
Pisticci," Italian, Vegetarian Friendly, Vegan Options",4.5,267,Check The Website for a Menu,Medium,True,True
L'Artusi," Italian, European, Vegetarian Friendly",4.5,516,http://lartusi.com/menu/,Pricey,False,True
Anthony's Seafood Grill," American, Seafood, Vegetarian Friendly",4.0,241,Check The Website for a Menu,Medium,False,True
Spanky's," American, Bar",4.0,264,Check The Website for a Menu,Medium,False,False
Over the Moon Cafe," American, Gluten Free Options, Vegan Options",4.5,343,Check The Website for a Menu,Medium,True,False
Blue Plate Taco," Mexican, Southwestern, Latin",4.5,1203,Check The Website for a Menu,Medium,False,False
Padria," Mediterranean, Greek, Middle Eastern",4.5,48,Check The Website for a Menu,Medium,False,False
Good Stuff Restaurant," American, Healthy, Vegetarian Friendly",4.5,454,Check The Website for a Menu,Medium,False,True
Cafeteria 15L," American, Bar, Vegetarian Friendly",4.0,416,Check The Website for a Menu,Medium,False,True
The Standard Restaurant & Lounge," American, Bar, Contemporary",4.0,360,Check The Website for a Menu,Medium,False,False
Lilly's," American, Bar, Pub",4.0,92,Check The Website for a Menu,Medium,False,False
Elk Public House," American, Bar, International",4.0,282,Check The Website for a Menu,Medium,False,False
Amanda's," American, Veggy Friendly, Vegan Options",4.5,332,Check The Website for a Menu,Pricey,True,False
Rivoli Restaurant," Vegetarian Friendly, Vegan Options (only chicken), Gluten Free Options",4.5,338,Check The Website for a Menu,Pricey,True,True
Thai Orchid Restaurant - Vancouver," Sushi, Asian, Thai",4.5,420,Check The Website for a Menu,Medium,False,False
Blossom Vegetarian Restaurant," Asian, Vietnamese, Vegetarian Friendly",4.5,69,Check The Website for a Menu,Medium,False,True
Baladina Mediterranean Restaurant," Mediterranean, Turkish, Middle Eastern",5.0,27,http://Www.baladinarestaurant.com/menu,Medium,False,False
Kirala," Japanese, Sushi, Asian",4.5,158,Check The Website for a Menu,Medium,False,False
Gardner's Restaurant," Steakhouse, American, Seafood",4.5,334,Check The Website for a Menu,Pricey,False,False
Texas de Brazil," Steakhouse, Brazilian, Vegetarian Friendly",4.5,128,https://texasdebrazil.com/menu/meats/,Pricey,False,True
Jacob Restaurant Soul Food & Salad Bar," American, Vegan Options, Vegetarian Friendly",4.5,185,http://www.jacobrestaurant.com/pdf/jacob-restaurant-menu.pdf,Cheap,True,True
Essie's Restaurant," American, International, Vegetarian Friendly",4.5,64,https://www.essiesrestaurantpk.com/menu/,Medium,False,True
Gianna's," Italian, Pizza, Vegetarian Friendly",4.0,258,Check The Website for a Menu,Medium,False,True
The Walrus and the Carpenter," American, Seafood, Gluten Free Options",4.5,496,https://www.thewalrusbar.com/menu,Medium,False,False
Safari Room Fresh Grill and Bar," American, Bar, Vegetarian Friendly",4.5,334,Check The Website for a Menu,Medium,False,True
Spencer's Restaurant," American, Vegetarian Friendly, Vegan Options",4.5,2126,Check The Website for a Menu,Pricey,True,True
Parkway Grill," American, Contemporary, Vegetarian Friendly",4.5,334,Check The Website for a Menu,Pricey,False,True
Ruth's Chris Steak House," American, Steakhouse, Vegetarian Friendly",4.0,270,Check The Website for a Menu,Pricey,False,True
SUGARFISH by sushi nozawa," Japanese, Seafood, Sushi",4.5,505,Check The Website for a Menu,Medium,False,False
The Cheesecake Factory," American, Vegetarian Friendly, Vegan Options",4.0,102,https://order.thecheesecakefactory.com/menu/riverside-ca,Medium,True,True
Fuddruckers," American, Fast Food",4.0,31,http://www.fuddruckers.com/menu,Medium,False,False
The Birch Door," American, Cafe, Vegetarian Friendly",4.5,127,http://www.birchdoorcafe.com/menus/BDC_Menu_11-07-18.pdf,Medium,False,True
